source_row	Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels	CCDB_Test_Labels
2	216	Hup	hupd1244	hupd1244_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection		maximal		2	18	1	0.07	17	0.53	32	32	15	hupd1244_verbal	morphosyntactic	ciscategorial selection maximal	Ciscat. Sel. Max.
3	217	Hup	hupd1244	hupd1244_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection		minimal		3	10	2	0.13	8	0.25	32	32	15	hupd1244_verbal	morphosyntactic	ciscategorial selection minimal	Ciscat. Sel. Min.
4	218	Hup	hupd1244	hupd1244_v_free.occurrence_maximal	indeterminate	free.occurrence		maximal		2	30	2	0.13	29	0.91	32	32	15	hupd1244_verbal	indeterminate	free occurrence maximal	Free Ocurr. Max.
5	219	Hup	hupd1244	hupd1244_v_free.occurrence_minimal	indeterminate	free.occurrence		minimal		6	20	3	0.2	15	0.47	32	32	15	hupd1244_verbal	indeterminate	free occurrence minimal	Free Ocurr. Min.
6	220	Hup	hupd1244	hupd1244_v_noninterruption_multipositional_1	morphosyntactic	noninterruption	multipositional		1	2	30	2	0.13	29	0.91	32	32	15	hupd1244_verbal	morphosyntactic	noninterruption multipositional 1	Non-interrupt. Max.
7	221	Hup	hupd1244	hupd1244_v_noninterruption_multipositional_2	morphosyntactic	noninterruption	multipositional		2	3	10	2	0.13	8	0.25	32	32	15	hupd1244_verbal	morphosyntactic	noninterruption multipositional 2	Non-interrupt. Min.
8	222	Hup	hupd1244	hupd1244_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid			2	10	1	0.07	9	0.28	32	32	15	hupd1244_verbal	morphosyntactic	nonpermutability rigid	Non-permut. Rigid
9	223	Hup	hupd1244	hupd1244_v_nonpermutability_scopal	morphosyntactic	nonpermutability	scopal			7	10	1	0.07	4	0.12	32	32	15	hupd1244_verbal	morphosyntactic	nonpermutability scopal	Non-permut. Scope
10	224	Hup	hupd1244	hupd1244_v_recursion.based_base	morphosyntactic	recursion.based			base	6	6	1	0.07	1	0.03	32	32	15	hupd1244_verbal	morphosyntactic	recursion based base	Subspan Rep. Base
11	225	Hup	hupd1244	hupd1244_v_recursion.based_sentence	morphosyntactic	recursion.based			sentence	1	32	1	0.07	32	1	32	32	15	hupd1244_verbal	morphosyntactic	recursion based sentence	Subspan Rep. Clause
12	226	Hup	hupd1244	hupd1244_v_segmental_consonant.deletion_consonant.deletion	phonological	segmental	consonant.deletion		consonant.deletion	6	20	3	0.2	15	0.47	32	32	15	hupd1244_verbal	deletion	segmental consonant deletion consonant deletion	Consonant Del.
13	227	Hup	hupd1244	hupd1244_v_segmental_vowel.assimilation_maximal_vowel.copying	phonological	segmental	vowel.assimilation	maximal	vowel.copying	2	32	1	0.07	31	0.97	32	32	15	hupd1244_verbal	assimilation	segmental vowel assimilation maximal vowel copying	Vowel Copy Max.
14	228	Hup	hupd1244	hupd1244_v_segmental_vowel.assimilation_minimal_vowel.copying	phonological	segmental	vowel.assimilation	minimal	vowel.copying	6	20	3	0.2	15	0.47	32	32	15	hupd1244_verbal	assimilation	segmental vowel assimilation minimal vowel copying	Vowel Copy Min.
15	229	Hup	hupd1244	hupd1244_v_suprasegmental_accent_maximal_stress	phonological	suprasegmental	accent	maximal	stress	3	26	1	0.07	24	0.75	32	32	15	hupd1244_verbal	stress	suprasegmental accent maximal stress	Stress Max.
16	230	Hup	hupd1244	hupd1244_v_suprasegmental_accent_minimal_stress	phonological	suprasegmental	accent	minimal	stress	2	26	1	0.07	25	0.78	32	32	15	hupd1244_verbal	stress	suprasegmental accent minimal stress	Stress Min.
